x,VALVE_TYPE,VALVE_TYPE2,FACILITYID,LEGACYID,NODE_NO,VALVE_SIZE,MATERIAL,INVERT,STATUS,PROJECT_NO,YR,OWNER,LOCATION,COMMENTS,GIS_ENTRY_STAGE,WARRANTYDATE,YTD_COST,LIFECYCLE_COST,CONDITION,CONDITIONDATE,FLOW_WEIR,LAST_INSP_DATE,INSTALL_DATE,MAKE,MODEL,MANUFACTURER,VENDOR,I_I_SOURCE,I_I_QUANTITY,CONDITION_NOTATION,CRE_DATE,MOD_DATE,ENABLED,Latitude,Longitude
1004,0,Ball,1000141277,27709,1289311548,150,Ductile Iron,0.82,Abandoned,7899-0159-00,2002,Surrey,,LINE BE-I,Final AB,,,,,,,,,,,,,,,,20051105,20190503,0,49.212008,-122.864351
1005,8,LPS Lateral Gate,1001883038,,1262611279,50,Cast Iron,,In Service,4706-4520-00,2012,Surrey,,,Final AB,,,,,,,,,,,,,,,,20160707,20160708,1,49.20714,-122.871758
1006,8,LPS Lateral Gate,1002183454,,1287111546,38,,,In Service,4715-5070-00,2017,Surrey,,,Initial AB,,,,,,,,,,,,,,,,20190503,,1,49.211967,-122.864975
1007,3,Gate,1001797425,,1606409997,300,Cast Iron,,In Service,4709-5070-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141119,20141119,1,49.183803,-122.776891
1008,8,LPS Lateral Gate,1001793992,,1298311642,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141031,20160708,1,49.213709,-122.861867
1009,3,Gate,1001838152,,1679908824,50,Ductile Iron,,In Service,7813-0155-00,2014,Surrey,,,Initial AB,,,,,,,,,,,,,,,,20150910,20150910,1,49.162531,-122.756725
1010,3,Gate,1000141391,22069,1681406507,150,Ductile Iron,,In Service,7895-0142-00,1998,Private,,CHECK VALVE & GATE VALVE,Final AB,,,,,,,,,,,,,,,,20011126,20140319,1,49.120612,-122.756498
1011,8,LPS Lateral Gate,1001792936,,1234011508,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141029,20160708,1,49.2113,-122.879638
1012,3,Gate,1000141379,22594,1445111674,50,Ductile Iron,,In Service,4700-9040-00,2001,Surrey,,CHECK VALVE,Final AB,,,,,,,,,,,,,,,,20020129,20140606,1,49.214233,-122.821326
1013,3,Gate,1001797596,,1612009991,150,Cast Iron,,In Service,4711-5060-00,2014,Surrey,,For Blow Down,Final AB,,,,,,,,,,,,,,,,20141120,20141120,1,49.183702,-122.775363
1014,0,Ball,1001941237,,1672003132,50,,,In Service,7815-0005-00,2017,Surrey,,,Final AB,,,,,,,,,,,,,,,,20170724,20180206,1,49.059537,-122.759407
1015,3,Gate,1001897046,,1271311427,200,,,In Service,4714-5340-00,2017,Surrey,,,Initial AB,,,,,,,,,,,,,,,,20190502,20190502,1,49.209822,-122.869334
1016,0,Ball,1000141318,27904,1237411509,75,Ductile Iron,0.5,Abandoned,4515,1977,Surrey,,LINE BW-C,Final AB,,,,,,,,,,,,,,,,20051115,20160708,0,49.211313,-122.878685
1017,3,Gate,1001410244,,1237611292,75,,,In Service,4706-4520-00,2012,Surrey,,,Final AB,,,,,,,,,,,,,,,,20120423,20160708,1,49.207386,-122.878649
1018,3,Gate,1001195734,,1692907764,50,Steel,,In Service,7806-0317-00,2010,Surrey,,,Final AB,,,,,,,,,,,,,,,,20110418,20151201,1,49.14334,-122.753218
1019,3,Gate,1001411253,,1288211307,75,Ductile Iron,1.3,In Service,4708-3140-00,2008,Surrey,,,Final AB,,,,,,,,,,,,,,,,20120501,20190506,1,49.20765,-122.864681
1020,3,Gate,1000141152,21739,1203210537,200,Ductile Iron,,In Service,S-757,1989,Surrey,,CHECK VALVE,Final AB,,,,,,,,,,,,,,,,20011026,,1,49.193734,-122.888168
1021,3,Gate,1002159761,,1878902723,150,PVC Plastic,,In Service,7807-0395-00,2010,Surrey,,,Final AB,,,,,,,,,,,,,,,,20190307,20191023,1,49.052,-122.702473
1022,3,Gate,1001410842,,1251911421,150,,0.2,In Service,4706-4520-00,2012,Surrey,,,Final AB,,,,,,,,,,,,,,,,20120425,20171222,1,49.209726,-122.874697
1023,3,Gate,1001792588,,1216011231,75,Cast Iron,1.25,In Service,4709-5070-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141028,20160708,1,49.206287,-122.884626
1024,8,LPS Lateral Gate,1001795025,,1273211268,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141103,20160708,1,49.206953,-122.868807
1025,0,Ball,1000141323,27930,1238511381,100,Ductile Iron,0.24,Abandoned,4515,1977,Surrey,,LINE BW-F,Final AB,,,,,,,,,,,,,,,,20051116,20160708,0,49.209002,-122.878381
1026,8,LPS Lateral Gate,1001794112,,1260311209,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141031,20160708,1,49.205881,-122.872396
